,area,bath,price,location,bhk
787,1255.0,2.0,55.5,Baner,2
788,2500.0,5.0,175.0,Baner,4
789,1200.0,4.0,110.0,Baner,4
790,1650.0,3.0,101.0,Baner,3
791,1010.0,2.0,36.0,Baner,2
793,1695.0,3.0,125.0,Baner,3
794,1720.0,2.0,126.0,Baner,3
796,775.0,2.0,29.5,Baner,2
797,2061.0,4.0,175.0,Baner,3
798,1160.0,2.0,40.53,Baner,2
799,2100.0,3.0,135.0,Baner,3
800,1061.0,2.0,33.84,Baner,2
801,1301.0,2.0,120.0,Baner,2
802,1140.0,2.0,46.0,Baner,2
803,1065.0,2.0,30.76,Baner,2
804,800.0,2.0,40.0,Baner,2
805,1234.0,2.0,51.0,Baner,2
807,700.0,2.0,34.0,Baner,2
808,2569.0,4.0,175.0,Baner,4
809,1330.0,2.0,93.65,Baner,2
810,1154.0,2.0,47.0,Baner,2
811,1748.0,3.0,103.0,Baner,3
813,1035.0,2.0,39.33,Baner,2
814,1247.0,2.0,58.56,Baner,2
815,1168.0,2.0,68.0,Baner,3
816,1280.0,2.0,68.48,Baner,2
817,1465.0,2.0,60.0,Baner,2
818,1200.0,2.0,70.0,Baner,2
819,1260.0,2.0,82.0,Baner,3
820,1150.0,2.0,38.08,Baner,2
821,1806.0,6.0,116.0,Baner,3
822,1837.0,2.0,95.0,Baner,3
824,1150.0,2.0,70.0,Baner,2
826,2875.0,7.0,85.0,Baner,7
827,1175.0,2.0,50.0,Baner,2
829,770.0,3.0,65.25,Baner,4
830,2265.0,3.0,159.0,Baner,3
831,1146.0,2.0,69.0,Baner,2
834,1417.0,2.0,75.0,Baner road,2
837,1200.0,5.0,100.0,Baner road,5
839,1060.0,2.0,55.0,Baner road,2
841,4800.0,4.0,525.0,Baner road,4
843,764.0,1.0,32.0,Baner road,1
844,1490.0,3.0,100.0,Baner road,3
846,1330.0,2.0,93.36,Baner road,2
849,1140.0,2.0,76.0,Baner road,2
851,1100.0,2.0,65.0,Baner road,2
853,1520.0,3.0,80.0,Baner road,3
857,1900.0,2.0,170.0,Baner road,3
858,989.0,2.0,60.0,Baner road,2
860,1058.0,2.0,60.0,Baner road,2
861,615.0,1.0,28.29,Baner road,1
862,664.0,1.0,35.0,Baner road,1
864,910.0,1.0,42.0,Baner road,1
865,1325.0,1.0,92.0,Baner road,2
867,750.0,2.0,50.0,Baner road,1
869,2072.0,4.0,159.0,Baner road,3
870,1938.0,3.0,113.0,Baner road,3
872,1545.0,3.0,85.0,Baner road,3
873,1999.0,3.0,135.0,Baner road,3
874,1654.0,2.0,85.0,Baner road,3
877,2658.0,5.0,187.0,Baner road,4
880,2774.0,4.0,208.0,Baner road,4
881,670.0,1.0,36.85,Baner road,1
882,1047.0,2.0,84.0,Baner road,2
883,900.0,2.0,65.0,Baner road,2
885,1380.0,2.0,95.0,Baner road,3
886,1126.0,2.0,69.0,Baner road,2
890,1594.0,3.0,99.0,Baner road,3
891,1213.0,2.0,63.0,Baner road,2
895,1300.0,2.0,120.0,Baner road,2
897,1693.0,3.0,125.0,Baner road,3
898,1395.0,2.0,79.0,Baner road,3
899,1560.0,3.0,90.0,Baner road,3
902,1308.0,2.0,89.04,Baner road,2
903,1221.0,3.0,65.0,Baner road,3
905,1917.0,3.0,110.0,Baner road,3
906,1571.0,3.0,83.0,Baner road,3
907,960.0,2.0,55.0,Baner road,2
908,1881.0,3.0,95.0,Baner road,3
909,1275.0,2.0,65.0,Baner road,3
913,3362.0,5.0,249.0,Baner road,4
914,2732.0,4.0,194.0,Baner road,4
916,1335.0,2.0,73.43,Baner road,3
919,3335.0,4.0,290.0,Baner road,4
920,857.0,3.0,95.0,Baner road,3
921,3200.0,8.0,130.0,Baner road,9
922,1864.0,3.0,115.0,Baner road,3
923,1180.0,2.0,75.0,Baner road,2
924,1700.0,2.0,86.0,Baner road,3
926,1210.0,2.0,65.0,Baner road,3
928,1200.0,3.0,67.77,Baner road,3
930,1595.0,3.0,96.0,Baner road,3
931,1776.0,3.0,124.0,Baner road,3
932,1245.0,2.0,83.05,Baner road,2
934,1820.0,3.0,95.0,Baner road,3
938,3671.0,4.0,220.0,Baner road,4
939,1346.0,2.0,76.01,Baner road,2
941,1354.0,2.0,70.0,Baner road,2
942,1040.0,2.0,109.0,Baner road,3
945,1194.0,2.0,65.0,Baner road,2
946,1485.0,2.0,90.0,Baner road,3
951,1200.0,2.0,50.0,Bhandarkar Road,2
952,1285.0,2.0,82.0,Bhandarkar Road,2
953,1475.0,3.0,98.0,Bhandarkar Road,3
954,1693.0,3.0,108.0,Bhandarkar Road,3
955,1130.0,2.0,60.0,Bhandarkar Road,2
958,1020.0,2.0,48.45,Bhandarkar Road,2
960,1198.0,2.0,77.0,Bhandarkar Road,2
961,1984.0,4.0,146.0,Bhandarkar Road,3
962,5000.0,7.0,299.0,Bhandarkar Road,7
963,900.0,4.0,90.0,Bhandarkar Road,5
964,1373.0,3.0,72.0,Bhandarkar Road,3
965,1060.0,2.0,62.0,Bhandarkar Road,2
966,1062.0,2.0,42.47,Bhandarkar Road,2
967,1101.0,2.0,65.5,Bhandarkar Road,2
968,1200.0,3.0,70.0,Bhandarkar Road,2
969,883.0,2.0,40.0,Bhandarkar Road,2
970,1620.0,2.0,110.0,Bhandarkar Road,3
971,1215.0,2.0,110.0,Bhandarkar Road,2
972,1200.0,3.0,44.0,Bhandarkar Road,2
973,1536.0,3.0,89.0,Bhandarkar Road,3
974,1160.0,2.0,36.0,Bhandarkar Road,2
975,1225.0,2.0,53.55,Bhandarkar Road,2
976,1121.0,2.0,43.72,Bhandarkar Road,2
977,1460.0,3.0,88.0,Bhandarkar Road,3
978,1300.0,2.0,85.0,Bhandarkar Road,2
979,1424.0,2.0,90.0,Bhandarkar Road,2
980,950.0,2.0,48.0,Bhandarkar Road,2
981,1350.0,2.0,83.0,Bhandarkar Road,3
982,1011.0,2.0,50.53,Bhandarkar Road,2
983,1219.0,2.0,40.0,Bhandarkar Road,2
985,4000.0,6.0,150.0,Bhandarkar Road,6
986,1600.0,3.0,95.0,Bhandarkar Road,3
987,780.0,3.0,62.0,Bhandarkar Road,3
991,850.0,2.0,65.0,Bhandarkar Road,4
992,1996.0,3.0,135.0,Bhandarkar Road,3
993,1050.0,2.0,75.0,Bhandarkar Road,2
994,1252.0,2.0,55.0,Bhandarkar Road,2
995,1165.0,2.0,45.0,Bhandarkar Road,2
996,1450.0,2.0,89.6,Bhandarkar Road,3
998,2790.0,4.0,198.0,Bhandarkar Road,4
999,1210.0,2.0,60.0,Bhandarkar Road,2
1001,1100.0,2.0,35.0,Bhandarkar Road,2
1002,1116.0,2.0,37.0,Bhandarkar Road,2
1003,2774.0,4.0,208.0,Bhandarkar Road,4
1004,1620.0,3.0,110.0,Bhandarkar Road,3
1005,1840.0,4.0,175.0,Bhandarkar Road,3
1006,602.0,1.0,26.0,Bhandarkar Road,1
1007,1216.0,2.0,75.0,Bhandarkar Road,2
1009,1357.0,2.0,130.0,Bhandarkar Road,2
1010,1250.0,2.0,68.0,Bhandarkar Road,2
1012,2790.0,5.0,198.0,Bhandarkar Road,4
1013,1200.0,2.0,67.0,Bhandarkar Road,2
1014,1713.0,3.0,110.0,Bhandarkar Road,3
1015,940.0,2.0,43.61,Bhandarkar Road,2
1016,2456.0,3.0,220.0,Bhandarkar Road,3
1017,1180.0,2.0,50.0,Bhandarkar Road,2
1018,1151.0,2.0,43.16,Bhandarkar Road,2
1019,1140.0,2.0,46.0,Bhandarkar Road,2
1020,2515.0,4.0,155.0,Bhandarkar Road,3
1021,1232.0,2.0,69.6,Bhandarkar Road,2
1022,1194.0,2.0,46.0,Bhandarkar Road,2
1024,1099.0,2.0,37.5,Bhandarkar Road,2
1025,933.0,2.0,58.0,Bhandarkar Road,1
1026,900.0,1.0,70.0,Bhandarkar Road,2
1027,1510.0,3.0,83.05,Bhandarkar Road,3
1028,1100.0,3.0,56.57,Bhandarkar Road,3
1029,1128.0,2.0,65.58,Bhandarkar Road,2
1030,1100.0,2.0,50.0,Bhandarkar Road,2
1031,1547.0,2.0,103.0,Bhandarkar Road,2
1033,1140.0,2.0,56.0,Bhandarkar Road,2
1034,602.0,1.0,38.0,Bhandarkar Road,1
1035,1560.0,3.0,83.3,Bhandarkar Road,3
1036,965.0,2.0,38.0,Bhandarkar Road,2
1037,1060.0,2.0,42.5,Bhandarkar Road,2
1038,1015.0,2.0,60.0,Bhandarkar Road,2
1039,3000.0,6.0,300.0,Bhandarkar Road,6
1040,1960.0,3.0,138.0,Bhandarkar Road,3
1042,3150.0,3.0,290.0,Bhandarkar Road,3
1044,2247.0,3.0,145.0,Bhandarkar Road,3
1047,1385.0,3.0,90.0,Bhandarkar Road,3
1049,1370.0,2.0,87.0,Bhandarkar Road,3
1050,1360.0,2.0,62.425,Bhandarkar Road,2
1051,1116.0,2.0,51.91,Bhandarkar Road,2
1053,1155.0,2.0,54.5,Bhandarkar Road,2
1054,1170.0,2.0,50.0,Bhandarkar Road,2
1056,1470.0,2.0,84.22,Bhandarkar Road,3
1057,1175.0,2.0,50.0,Bhandarkar Road,2
1059,1027.0,1.0,44.0,Bhandarkar Road,2
1060,1000.0,2.0,44.0,Bhandarkar Road,2
1062,1360.0,2.0,101.0,Bhandarkar Road,2
1063,1241.0,2.0,64.0,Bhandarkar Road,2
1064,986.0,2.0,31.0,Bhandarkar Road,2
1065,2144.0,3.0,140.0,Bhandarkar Road,3
1066,1012.0,2.0,68.0,Bhandarkar Road,2
1067,1165.0,2.0,52.0,Bhandarkar Road,2
1068,2453.0,3.0,250.0,Bhandarkar Road,4
1069,1160.0,2.0,64.08,Bhandarkar Road,2
1070,1140.0,2.0,43.0,Bhandarkar Road,2
1072,645.0,1.0,16.45,Bhandarkar Road,1
1074,1564.0,3.0,103.0,Bhandarkar Road,3
1075,530.0,1.0,18.0,Bhandarkar Road,1
1078,912.0,2.0,70.0,Bhavani Peth,3
1081,1753.0,3.0,120.0,Bhavani Peth,3
1083,1694.0,2.0,150.0,Bhavani Peth,2
1086,3900.0,4.0,410.0,Bhavani Peth,4
1088,3000.0,5.0,250.0,Bhavani Peth,4
1092,1168.0,3.0,70.0,Bhavani Peth,3
1094,1700.0,3.0,135.0,Bhavani Peth,3
1096,671.0,1.0,36.85,Bhavani Peth,1
1097,1673.0,3.0,115.0,Bhavani Peth,3
1101,3000.0,4.0,240.0,Bhavani Peth,4
1102,1170.0,2.0,71.0,Bhavani Peth,2
1103,800.0,6.0,98.0,Bhavani Peth,6
1105,2350.0,4.0,285.0,Bhavani Peth,3
1108,420.0,2.0,35.0,Bhavani Peth,2
1110,2400.0,6.0,130.0,Bhavani Peth,6
1111,1200.0,4.0,150.0,Bhavani Peth,4
1112,1304.0,2.0,100.0,Bhavani Peth,2
1113,1525.0,3.0,90.0,Bhavani Peth,3
1117,1925.0,2.0,114.0,Bhavani Peth,3
1118,1636.0,3.0,85.0,Bhavani Peth,3
1120,1125.0,2.0,70.0,Bhavani Peth,2
1124,1314.0,2.0,78.0,Bhavani Peth,2
1125,2383.0,5.0,215.0,Bhavani Peth,4
1127,700.0,1.0,30.84,Bhavani Peth,1
1129,1108.0,2.0,67.15,Bhavani Peth,2
1130,948.0,2.0,75.0,Bhavani Peth,2
1133,1710.0,3.0,100.0,Bhavani Peth,3
1134,2245.0,4.0,154.0,Bhavani Peth,4
1135,2200.0,4.0,160.0,Bhavani Peth,3
1137,1056.0,2.0,60.0,Bhavani Peth,2
1138,1800.0,10.0,185.0,Bhavani Peth,9
1139,550.0,1.0,16.0,Bhavani Peth,1
1140,1000.0,2.0,60.0,Bhavani Peth,2
1141,1266.67,2.0,69.0,Bhavani Peth,2
1143,4300.0,6.0,175.0,Bhavani Peth,6
1147,2215.0,4.0,154.0,Bhavani Peth,3
1148,2250.0,3.0,200.0,Bhavani Peth,3
1150,2072.0,3.0,122.0,Bhavani Peth,3
1152,605.0,1.0,13.31,Bhavani Peth,1
1154,1517.0,2.0,125.0,Bhavani Peth,2
1156,2666.0,4.0,200.0,Bhavani Peth,3
1159,1713.0,3.0,120.0,Bhavani Peth,3
1162,1770.0,3.0,180.0,Bhavani Peth,3
1163,1600.0,3.0,140.0,Bhavani Peth,4
1164,1600.0,3.0,95.0,Bhavani Peth,3
1165,3900.0,5.0,415.0,Bhavani Peth,4
1166,3000.0,6.0,150.0,Bhavani Peth,6
1170,1320.0,2.0,95.0,Bhavani Peth,3
1172,1550.0,3.0,85.0,Bhavani Peth,3
1173,1299.0,2.0,105.0,Bhavani Peth,2
1174,1200.0,3.0,105.0,Bhavani Peth,3
1176,1318.0,2.0,68.0,Bhavani Peth,3
1179,1707.0,3.0,115.0,Bhavani Peth,3
1182,3420.0,4.0,225.0,Bhavani Peth,4
1185,1200.0,8.0,135.0,Bhavani Peth,8
1186,860.0,2.0,56.0,Bhavani Peth,2
1188,1250.0,2.0,75.0,Bhavani Peth,2
1192,1350.0,1.0,145.0,Bhavani Peth,1
1194,1950.2,3.0,193.0,Bhavani Peth,3
1198,3734.0,5.0,430.0,Bhavani Peth,4
1199,2340.0,5.0,160.0,Bhavani Peth,4
1200,1585.0,2.0,79.0,Bhavani Peth,3
1201,1210.0,2.0,69.0,Bhavani Peth,2
1202,1100.0,2.0,85.0,Bhavani Peth,2
1205,877.0,1.0,59.0,Bhavani Peth,1
1207,1630.0,2.0,98.0,Bibvewadi,3
1208,1225.0,2.0,47.6,Bibvewadi,2
1210,1460.0,2.0,58.0,Bibvewadi,2
1212,1020.0,2.0,40.0,Bibvewadi,2
1213,1019.0,2.0,49.85,Bibvewadi,2
1214,2376.0,3.0,203.0,Bibvewadi,3
1215,1300.0,2.0,50.0,Bibvewadi,2
1216,530.0,1.0,20.0,Bibvewadi,1
1217,850.0,4.0,90.0,Bibvewadi,5
1218,1200.0,6.0,125.0,Bibvewadi,6
1219,1960.0,3.0,160.0,Bibvewadi,3
1220,1380.0,2.0,80.0,Bibvewadi,2
1223,1552.0,2.0,51.0,Bibvewadi,2
1224,1460.0,2.0,72.0,Bibvewadi,3
1225,3606.0,4.0,312.0,Bibvewadi,4
1226,1640.0,3.0,223.0,Bibvewadi,3
1227,1156.0,2.0,32.0,Bibvewadi,2
1228,1090.0,2.0,58.0,Bibvewadi,2
1229,2039.0,3.0,168.0,Bibvewadi,3
1230,987.0,2.0,49.0,Bibvewadi,2
1231,850.0,2.0,28.0,Bibvewadi,2
1232,1045.0,2.0,76.77,Bibvewadi,2
1233,1050.0,2.0,38.0,Bibvewadi,2
1234,1155.0,2.0,40.6,Bibvewadi,2
1235,1650.0,3.0,122.0,Bibvewadi,3
1236,1270.0,2.0,69.85,Bibvewadi,2
1237,1600.0,5.0,140.0,Bibvewadi,5
1238,1350.0,3.0,110.0,Bibvewadi,5
1239,1662.0,3.0,85.5,Bibvewadi,3
1240,1083.0,2.0,32.49,Bibvewadi,2
1241,1680.0,3.0,85.0,Bibvewadi,3
1244,1320.0,2.0,73.0,Bibvewadi,3
1245,1390.0,2.0,80.0,Bibvewadi,3
1247,1200.0,3.0,160.0,Bibvewadi,3
1248,2651.0,2.0,225.0,Bibvewadi,3
1249,1430.0,2.0,75.0,Bibvewadi,3
1251,1560.0,3.0,115.0,Bibvewadi,3
1252,1600.0,2.0,160.0,Bibvewadi,3
1253,1700.0,3.0,95.0,Bibvewadi,3
1255,1169.0,2.0,64.0,Bibvewadi,2
1256,1367.0,2.0,62.0,Bibvewadi,2
1257,1290.0,2.0,40.63,Bibvewadi,2
1258,1103.0,2.0,55.0,Bibvewadi,2
1260,1155.0,2.0,55.5,Bibvewadi,2
1261,1477.0,2.0,80.0,Bibvewadi,3
1262,3895.0,2.0,451.0,Bibvewadi,4
1263,1120.0,2.0,53.0,Bibvewadi,2
1264,970.0,2.0,55.0,Bibvewadi,2
1266,1000.0,2.0,38.5,Bibvewadi,2
1268,1500.0,2.0,82.0,Bibvewadi,3
1269,1476.0,3.0,125.0,Bibvewadi,3
1270,2400.0,3.0,150.0,Bibvewadi,3
1271,909.0,2.0,40.9,Bibvewadi,2
1272,1200.0,3.0,68.4,Bibvewadi,3
1273,2932.0,5.0,195.0,Bibvewadi,4
1275,1120.0,2.0,44.24,Bibvewadi,2
1276,1800.0,3.0,90.0,Bibvewadi,3
1277,3004.0,4.0,158.0,Bibvewadi,3
1278,2850.0,5.0,343.0,Bibvewadi,3
1279,1155.0,2.0,40.6,Bibvewadi,2
1280,1175.0,2.0,47.0,Bibvewadi,2
1281,1250.0,2.0,60.0,Bibvewadi,2
1282,1050.0,4.0,90.0,Bibvewadi,4
1283,1440.0,3.0,72.0,Bibvewadi,3
1285,1250.0,2.0,65.0,Bibvewadi,2
1289,664.0,1.0,35.4,Bibvewadi,1
1290,2300.0,3.0,142.0,Bibvewadi,3
1291,1500.0,2.0,50.0,Bibvewadi,2
1292,1133.0,2.0,40.0,Bibvewadi,2
1293,3300.0,4.0,430.0,Bibvewadi,4
1294,2504.0,3.0,138.0,Bibvewadi,3
1295,1110.0,2.0,110.0,Bibvewadi,2
1296,960.0,2.0,55.0,Bibvewadi,2
1297,1464.0,2.0,56.0,Bibvewadi,2
1298,1420.0,2.0,75.0,Bibvewadi,3
1299,1108.0,2.0,63.0,Bibvewadi,2
1300,975.0,2.0,50.0,Bibvewadi,2
1301,1295.0,2.0,55.47,Bibvewadi,2
1302,966.0,2.0,50.0,Bibvewadi,2
1303,1715.0,2.0,100.0,Bibvewadi,3
1305,945.0,2.0,45.0,Bibvewadi,2
1306,1817.0,3.0,110.0,Bibvewadi,3
1307,1698.0,2.0,105.0,Bibvewadi,2
1308,1333.0,2.0,86.65,Bibvewadi,2
1309,1976.0,3.0,145.0,Bibvewadi,3
1310,1935.0,4.0,125.0,Bibvewadi,3
1311,1320.0,2.0,65.0,Bibvewadi,3
1312,4500.0,4.0,345.0,Bibvewadi,4
1313,1752.12,3.0,125.0,Bibvewadi,3
1314,1184.0,2.0,78.0,Bibvewadi,2
1315,1100.0,3.0,58.0,Bibvewadi,3
1316,975.0,2.0,24.86,Bibvewadi,2
1317,1445.0,2.0,89.56,Bibvewadi,3
1318,1756.0,3.0,110.0,Bibvewadi,3
1319,1205.0,2.0,67.0,Bibvewadi,2
1320,1125.0,2.0,55.0,Bibvewadi,2
1321,1270.0,2.0,45.0,Bibvewadi,2
1322,1680.0,2.0,92.0,Bibvewadi,3
1323,1750.0,3.0,185.0,Bibvewadi,4
1324,720.0,1.0,28.0,Bibvewadi,1
1325,1655.0,3.0,113.0,Bibvewadi,3
1326,1354.0,2.0,71.0,Bibvewadi,2
1327,1660.0,3.0,110.0,Bibvewadi,3
1328,1360.0,2.0,73.0,Bibvewadi,3
1329,1150.0,2.0,45.0,Bibvewadi,2
1330,1477.0,2.0,69.5,Bibvewadi,3
1331,2785.0,5.0,295.0,Bopodi,4
1332,1075.0,2.0,53.0,Bopodi,2
1333,1050.0,2.0,32.0,Bopodi,2
1334,600.0,3.0,58.0,Bopodi,3
1335,1253.0,2.0,102.0,Bopodi,2
1336,1875.0,3.0,165.0,Bopodi,3
1337,1975.0,3.0,150.0,Bopodi,3
1340,929.0,2.0,46.0,Bopodi,2
1341,1625.0,2.0,75.0,Bopodi,2
1342,1035.0,2.0,45.0,Bopodi,2
1344,900.0,1.0,45.0,Bopodi,2
1345,1010.0,2.0,40.39,Bopodi,2
1346,2038.5,3.0,120.0,Bopodi,3
1347,1200.0,3.0,68.5,Bopodi,3
1348,1258.0,2.0,115.0,Bopodi,2
1349,1068.0,2.0,40.05,Bopodi,2
1350,2017.0,3.0,125.0,Bopodi,3
1351,1112.0,2.0,40.0,Bopodi,2
1352,1020.0,3.0,110.0,Bopodi,3
1353,1720.0,3.0,100.0,Bopodi,3
1354,1196.0,2.0,51.51,Bopodi,2
1356,1850.0,3.0,146.0,Bopodi,3
1357,1255.0,2.0,77.68,Bopodi,3
1359,1091.0,2.0,32.0,Bopodi,2
1360,1045.0,2.0,60.0,Bopodi,2
1361,1520.0,2.0,103.0,Bopodi,3
1363,717.0,2.0,49.475,Bopodi,2
1364,1141.0,2.0,44.4,Bopodi,2
1365,1400.0,2.0,68.0,Bopodi,2
1366,650.0,1.0,23.0,Bopodi,1
1367,1550.0,2.0,90.0,Bopodi,3
1368,3216.0,4.0,226.0,Bopodi,4
1370,2072.0,4.0,147.0,Bopodi,3
1372,1444.0,2.0,70.0,Bopodi,2
1374,1253.0,2.0,52.66,Bopodi,2
1375,910.2,2.0,80.64,Bopodi,2
1376,2600.0,3.0,140.0,Bopodi,3
1377,1150.0,4.0,110.0,Bopodi,4
1378,2254.0,3.0,170.0,Bopodi,3
1379,1010.0,2.0,55.0,Bopodi,2
1381,1339.0,2.0,58.0,Bopodi,2
1382,1132.0,2.0,89.0,Bopodi,2
1383,1001.0,2.0,30.0,Bopodi,2
1384,700.0,2.0,34.99,Bopodi,2
1385,1095.0,2.0,38.33,Bopodi,2
1387,1655.0,3.0,113.0,Bopodi,3
1388,1276.0,2.0,75.0,Bopodi,2
1390,1852.0,3.0,130.0,Bopodi,3
1391,876.0,2.0,29.5,Bopodi,2
1392,1290.0,1.0,77.5,Bopodi,2
1393,3425.0,5.0,250.0,Bopodi,4
1394,1200.0,2.0,85.0,Bopodi,2
1397,1272.0,2.0,51.5,Bopodi,2
1399,1120.0,2.0,70.0,Bopodi,2
1401,3000.0,4.0,130.0,Bopodi,8
1403,800.0,1.0,72.0,Bopodi,1
1404,3600.0,7.0,160.0,Bopodi,7
1405,1380.0,3.0,130.0,Bopodi,3
1406,2625.0,3.0,175.0,Bopodi,3
1407,1230.0,2.0,58.0,Bopodi,2
1408,1000.0,2.0,63.0,Bopodi,2
1409,1183.0,2.0,58.56,Bopodi,2
1410,1564.0,3.0,100.0,Bopodi,3
1412,1163.0,2.0,64.08,Bopodi,2
1413,1295.0,2.0,43.9,Bopodi,2
1415,2439.0,4.0,190.0,Bopodi,4
1416,1180.0,2.0,105.0,Bopodi,2
1417,1050.0,2.0,51.0,Bopodi,2
1418,3496.0,4.0,262.0,Bopodi,4
1419,1475.0,3.0,80.0,Bopodi,3
1421,1200.0,4.0,110.0,Bopodi,4
1422,1053.0,2.0,53.0,Bopodi,2
1423,1691.0,3.0,100.0,Bopodi,3
1424,1205.0,2.0,47.0,Bopodi,2
1425,2030.0,2.0,182.0,Bopodi,3
1426,1400.0,3.0,90.0,Bopodi,3
1427,1258.0,2.0,85.5,Bopodi,2
1428,883.0,2.0,37.01,Bopodi,2
1429,1070.0,2.0,49.0,Bopodi,2
1430,1410.0,3.0,90.0,Bopodi,3
1431,2470.0,5.0,192.0,Bopodi,4
1432,1610.0,3.0,84.53,Bopodi,3
1433,1185.0,2.0,47.39,Bopodi,2
1434,1100.0,2.0,55.0,Bopodi,2
1435,1650.0,3.0,95.0,Bopodi,3
1436,1065.0,3.0,72.0,Bopodi,3
1437,1261.0,2.0,80.0,Bopodi,3
1438,1170.0,2.0,39.0,Bopodi,2
1440,1070.0,2.0,60.0,Bopodi,2
1442,1160.0,2.0,40.58,Bopodi,2
1444,1070.0,2.0,38.0,Bopodi,2
1445,1205.0,2.0,60.0,Bopodi,2
1448,1165.0,2.0,45.0,Bopodi,2
1449,1410.0,2.0,125.0,Bopodi,2
1450,900.0,2.0,75.0,Bopodi,2
1452,1340.0,2.0,75.0,Bopodi,2
1453,1420.0,2.0,120.0,Bopodi,2
1454,1000.0,2.0,38.0,Budhwar Peth,2
1455,782.0,2.0,55.68,Budhwar Peth,2
1458,1260.0,2.0,55.0,Budhwar Peth,2
1459,1196.0,2.0,94.42,Budhwar Peth,2
1460,1180.0,2.0,42.0,Budhwar Peth,2
1462,674.0,2.0,33.0,Budhwar Peth,2
1463,2072.0,4.0,142.0,Budhwar Peth,3
1464,1350.0,2.0,80.0,Budhwar Peth,2
1465,1397.0,3.0,105.0,Budhwar Peth,3
1467,1200.0,2.0,78.0,Budhwar Peth,2
1468,1030.0,2.0,55.0,Budhwar Peth,2
1469,1195.0,2.0,42.0,Budhwar Peth,2
1470,500.0,1.0,17.0,Budhwar Peth,1
1471,1200.0,1.0,48.0,Budhwar Peth,1
1472,1560.0,3.0,92.0,Budhwar Peth,3
1473,1135.0,2.0,58.0,Budhwar Peth,2
1474,3122.0,6.0,235.0,Budhwar Peth,4
1476,1198.0,2.0,84.0,Budhwar Peth,2
1477,1040.0,2.0,50.0,Budhwar Peth,2
1478,1697.0,3.0,114.0,Budhwar Peth,3
1479,1400.0,2.0,78.0,Budhwar Peth,2
1480,1112.0,2.0,62.0,Budhwar Peth,2
1481,1065.0,2.0,44.95,Budhwar Peth,2
1482,4200.0,4.0,255.0,Budhwar Peth,4
1483,1180.0,2.0,42.0,Budhwar Peth,2
1484,1205.0,2.0,42.18,Budhwar Peth,2
1485,1200.0,2.0,45.0,Budhwar Peth,2
1486,1215.0,2.0,58.86,Budhwar Peth,2
1487,1084.0,2.0,58.0,Budhwar Peth,2
1488,1151.0,2.0,43.1,Budhwar Peth,2
1489,1070.0,2.0,47.5,Budhwar Peth,2
1490,1858.0,2.0,167.0,Budhwar Peth,3
1491,2400.0,4.0,225.0,Budhwar Peth,5
1492,1000.0,2.0,36.0,Budhwar Peth,2
1493,993.0,2.0,50.0,Budhwar Peth,3
1494,1415.0,2.0,67.0,Budhwar Peth,2
1495,3100.0,4.0,310.0,Budhwar Peth,4
1496,1200.0,3.0,85.0,Budhwar Peth,3
1497,1140.0,2.0,50.66,Budhwar Peth,2
1498,1300.0,3.0,89.13,Budhwar Peth,3
1499,1840.0,3.0,140.0,Budhwar Peth,3
1500,1160.0,2.0,42.0,Budhwar Peth,2
1501,2200.0,2.0,110.0,Budhwar Peth,2
1502,1465.0,3.0,80.01,Budhwar Peth,3
1503,900.0,4.0,75.0,Budhwar Peth,4
1504,1359.0,2.0,104.0,Budhwar Peth,2
1505,1040.0,2.0,48.86,Budhwar Peth,2
1507,970.0,2.0,35.0,Budhwar Peth,2
1508,1200.0,2.0,65.0,Budhwar Peth,3
1510,1250.0,1.0,54.0,Budhwar Peth,2
1511,1225.0,2.0,47.0,Budhwar Peth,2
1513,1100.0,2.0,55.0,Budhwar Peth,2
1514,1150.0,2.0,48.0,Budhwar Peth,2
1515,945.0,2.0,45.0,Budhwar Peth,2
1516,700.0,2.0,35.07,Budhwar Peth,2
1517,1200.0,2.0,35.0,Budhwar Peth,2
1519,790.0,2.0,49.5,Budhwar Peth,2
1520,1194.0,2.0,47.0,Budhwar Peth,2
1522,1490.0,2.0,92.0,Budhwar Peth,3
1523,1015.0,2.0,50.0,Budhwar Peth,2
1524,435.0,1.0,22.0,Budhwar Peth,1
1526,960.0,4.0,80.0,Budhwar Peth,4
1527,1215.0,2.0,68.0,Budhwar Peth,2
1528,1200.0,2.0,53.0,Budhwar Peth,2
1529,1050.0,2.0,64.8,Budhwar Peth,2
1530,1100.0,2.0,55.0,Budhwar Peth,2
1531,1340.0,2.0,72.0,Budhwar Peth,2
1532,1160.0,2.0,46.39,Budhwar Peth,2
1533,1197.0,2.0,50.0,Budhwar Peth,2
1534,1155.0,2.0,39.0,Budhwar Peth,2
1535,1856.0,4.0,180.0,Budhwar Peth,3
1536,420.0,1.0,23.5,Budhwar Peth,1
1538,1200.0,2.0,46.5,Budhwar Peth,2
1539,1024.0,2.0,32.0,Budhwar Peth,2
1541,1445.0,2.0,83.0,Budhwar Peth,3
1542,975.0,2.0,32.0,Budhwar Peth,2
1543,1788.0,3.0,164.0,Budhwar Peth,3
1545,925.0,2.0,55.0,Budhwar Peth,2
1546,1200.0,2.0,135.0,Budhwar Peth,2
1547,1070.0,2.0,33.43,Budhwar Peth,2
1549,1500.0,6.0,155.0,Budhwar Peth,5
1550,1458.0,2.0,87.0,Budhwar Peth,3
